VD;STATUS;POLÍTICA COML.;CODIGO;PEOP;LOJAS;REGIAO GGL;REGIAO GR;REGIAO DIV;NOME GGL;NOME GR;NOME DIV;REGIAO IM;ENDEREÇO;BAIRRO;CIDADE;UF;CEP;Latitude;Longitude;ESCOAMENTO;NOME DA FACHADA;INAUG.;SAFRA;CLUSTER;"CLUSTER 
ABREV.";PARCELAMENTO;"CLUSTER DE 
PARCELAMENTO";TELEFONE1;TELEFONE2;CELULAR;E-MAIL;2ª a 6ª;SAB;DOM;FUNC.;TIPO LOJA;FACHADA;PSICOTRÓPICOS;FARMÁCIA POP.;"SERVIÇOS
 FARMACEUTICOS";VACINAS;IFOOD;RAPPI;CORNER SHOP;SUPER EXPRESSA;VAGAS/ESTACIONAMENTO;BICICLETARIO;PDVs ATIVOS;IMOBILIÁRIO;CD SUPRIDOR;INSCR. ESTADUAL;CNPJ;CENTRO DE CUSTOS;VD NOVO;DATA DA UNIFICAÇAO;CNPJ NOVO;DATA INATIVAÇAO;REALOCAÇÃO;DATA DA VIRADA;EAC;DENGUE/COVID;INJETAVEIS;REFORMA;Operadora;Circuito/Designação;ID VIVO
1441;INATIVA;9999;1441;L1441;DP JARDIM CANADA;-;-;NORTE;-;-;-;-;AVENIDA HIGIENÓPOLIS, 906;CENTRO;LONDRINA;PR;86020-080;-;-;-;DROGARIAS PACHECO;3/27/2015;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;N/C;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;6;-;3.0;ANTIGO;906;87228460;33.438.250/0456-91;3014410000;-;-;-;4/30/2017;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1153;INATIVA;9999;1153;L1153;DP JUIZ DE FORA 3;-;-;NORTE;-;-;-;-;AV. BARÃO DO RIO BRANCO, 3361;CENTRO;MG;MG;36021-630;-;-;-;DROGARIAS PACHECO;1/9/2002;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;;-;;;909;;33.438.250/0161-60;3011530000;-;-;-;5/30/2018;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1443;INATIVA;9999;1443;L1443;DP LONDRINA;-;-;NORTE;-;-;-;-;RUA BELO HORIZONTE, 1038 QD 127 LT 1/2;CENTRO;LONDRINA;PR;86020-061;-;-;-;DROGARIAS PACHECO;9/15/2015;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;POSTO;N/C;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;N/C;-;3.0;ANTIGO;906;9064800342;33.438.250/0455-00;3014430000;-;-;-;5/17/2017;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1051;INATIVA;9999;1051;L1051;DP MADUREIRA 3;-;-;NORTE;-;-;-;-;RUA CARVALHO DE SOUZA, 306 ;MADUREIRA;RIO DE JANEIRO;RJ;21350-180;-;-;-;DROGARIAS PACHECO;5/28/2003;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;N/C;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;N/C;-;4.0;ANTIGO;906;3671539865232;33.438.250/0058-00;3010510000;-;-;-;1/31/2017;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1430;INATIVA;9999;1430;L1430;DP MANDACARU;-;-;NORTE;-;-;-;-;PRAÇA PIONEIRO JACINTO FERREIRA BRANCO, 149 / 284;CENTRO;MARINGÁ;PR;87080-110;-;-;-;DROGARIAS PACHECO;12/4/2013;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;;-;;;906;3671539867545;33.438/250/0446-10;3014300000;-;-;-;10/31/2016;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1546;INATIVA;9999;1546;L1546;DP NOSSA SENHORA DO CARMO;-;-;NORTE;-;-;-;-;AV. NOSSA SENHORA DO CARMO, 450 LJ 04;SAO PEDRO;BELO HORIZONTE;MG;30330-000;-;-;-;DROGARIAS PACHECO;12/20/2017;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;N/C;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;N/C;-;3.0;ANTIGO;909;3671539864244;33.438.250/0553-01;3015460000;-;-;-;2/28/2019;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1514;INATIVA;9999;1514;L1514;DP NOVA SERRANA;-;-;NORTE;-;-;-;-;RUA DIMAS GUIMARAES, 67 LOJA MAIS MEZANINO;CENTRO;NOVA SERRANA;MG;35519-000;-;-;-;DROGARIAS PACHECO;10/31/2016;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;N/C;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;5;-;3.0;ANTIGO;909;3671539863663;33.438.250/0531-04;3015140000;-;-;-;10/20/2017;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1384;INATIVA;9999;1384;L1384;DP PARA DE MINAS;-;-;NORTE;-;-;-;-;RUA BENEDITO VALADARES, 60;CENTRO;PARA DE MINAS;MG;36660-000;-;-;-;DROGARIAS PACHECO;7/11/2013;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;OLD;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;N/C;-;2.0;ANTIGO;909;3671539862420;33.438.250/0344-95;3013840000;-;-;-;1/31/2017;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1410;INATIVA;9999;1410;L1410;DP PLANALTO;-;-;NORTE;-;-;-;-;AV. DOUTOR CRISTIANO GUIMARAES, 1464;PLANALTO;BELO HORIZONTE;MG;31720-300;-;-;-;DROGARIAS PACHECO;2/19/2013;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;N/C;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;N/C;-;3.0;ANTIGO;909;3671539863744;33.438.250/0423-23;3014100000;-;-;-;3/31/2019;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1437;INATIVA;9999;1437;L1437;DP PONTA GROSSA 2;-;-;NORTE;-;-;-;-;RUA BALDUÍNO TAQUES , 1137;CENTRO;PONTA GROSSA;PR;84010-050;-;-;-;DROGARIAS PACHECO;9/26/2014;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;N/C;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;4;-;3.0;ANTIGO;-;3671539865070;33.438.250/0452-68;3014370000;-;-;-;5/11/2017;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1436;INATIVA;9999;1436;L1436;DP PRACA JOSE BONIFACIO;-;-;NORTE;-;-;-;-;PRAÇA JOSÉ BONIFACIO, 267;CENTRO;MARINGÁ;PR;87013-290;-;-;-;DROGARIAS PACHECO;3/7/2014;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;N/C;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;5;-;3.0;ANTIGO;-;3671539863094;33.438.250/0449-62;3014360000;-;-;-;4/30/2017;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1511;INATIVA;9999;1511;L1511;DP PRACA SECA 4;-;-;NORTE;-;-;-;-;RUA CANDIDO BENICIO, 1671;PRACA SECA;RIO DE JANEIRO;RJ;21321-802;-;-;-;DROGARIAS PACHECO;6/30/2016;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;N/C;-;3.0;ANTIGO;-;87255069;33.438.250/0524-77;3015110000;-;-;-;3/31/2018;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1495;INATIVA;9999;1495;L1495;DP SAO BRAZ;-;-;NORTE;-;-;-;-;AVENIDA VEREADOR TOALDO TÚLIO, 4.041;SÃO BRAZ;CURITIBA;PR;82300-332;-;-;-;DROGARIAS PACHECO;2/10/2016;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;;-;;;-;85384627;33.438.250/0512-33;3014950000;-;-;-;7/27/2016;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1448;INATIVA;9999;1448;L1448;DP SAUL ELKINID;-;-;NORTE;-;-;-;-;AVENIDA SAUL ELKIND, 1540, 1530 E 1520;JARDIM SANTA CRUZ;LONDRINA;PR;86084-000;-;-;-;DROGARIAS PACHECO;5/30/2014;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;;-;;;-;85784579;33.438.250/0454-20;3014480000;-;-;-;5/17/2017;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1528;INATIVA;9999;1528;L1528;DP SERRA 2;-;-;NORTE;-;-;-;-;RUA INHAMBÚ, 296;NOVO HORIZONTE;SERRA;ES;29163-331;-;-;-;DROGARIAS PACHECO;12/29/2016;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;N/C;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;N/C;-;3.0;ANTIGO;-;3671539863175;33.438.250/0538-72;3015280000;-;-;-;9/30/2017;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1073;INATIVA;597;1073;L1073;DP SETE DE SETEMBRO 1;-;-;NORTE;-;-;-;-;R SETE DE SETEMBRO, 67 - LOJA E SOBRELOJA;CENTRO;RIO DE JANEIRO;RJ;20050-005;-;-;-;DROGARIAS PACHECO;9/1/1994;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;;-;;;-;81012989;33.438.250/0082-22;3010730000;-;-;-;5/31/2019;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1009;INATIVA;444;1009;L1009;DP SETE DE SETEMBRO 2;-;-;NORTE;-;-;-;-;R SETE DE SETEMBRO, 126 E 128;CENTRO;RIO DE JANEIRO;RJ;20050-002;-;-;-;DROGARIAS PACHECO;10/19/1999;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;;-;;;-;79981540;33.438.250/0091-13;3010090000;-;-;-;5/31/2019;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
627;INATIVA;9999;627;VD627;DSP 405 SUL (PAC);-;-;NORTE;-;-;-;-;Q CLS , 405 BLOCO C LOJA 16;ASA SUL;BRASILIA;DF;70239-530;-;-;-;DROGARIAS PACHECO;3/13/2014;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;;-;;;-;141972434111;61.412.110/0533-56;2006270000;-;-;-;6/1/2017;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
882;INATIVA;9999;882;VD882;DSP AGUA RASA;-;-;NORTE;-;-;-;-;AVENIDA ALVARO RAMOS, 2201 - QUARTA PARADA;QUARTA PARADA;SAO PAULO;SP;03331-001;-;-;-;DROGARIA SAO PAULO;11/18/2015;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;;-;;;-;165232820118;61.412.110/0736-24;2008820000;-;-;-;4/30/2017;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
291;INATIVA;9999;291;VD291;DSP ALAMEDA GABRIEL MONTEIRO;-;-;NORTE;-;-;-;-;AVENIDA BRASIL, 2173;JARDIM AMERICA;SAO PAULO;SP;01431-001;-;-;-;DROGARIA SAO PAULO;12/29/2017;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;;-;;;-;105995118;61.412.110/0865-21;2002910000;-;-;-;2/28/2019;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
899;INATIVA;9999;899;VD899;DSP ALBERTO ANDALO;-;-;NORTE;-;-;-;-;AV. DOUTOR ALBERTO ANDALO, 3345;CENTRO;SÃO JOSÉ ;SP;15015-000;-;-;-;DROGARIA SAO PAULO;6/25/2016;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;;-;;;-;177353752112;61.412.110/0421-50;2008990000;-;-;-;3/31/2018;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
621;INATIVA;9999;621;VD621;DSP AMERICANA III;-;-;NORTE;-;-;-;-;AV. CAMPOS SALES , 1140;JARDIM GIRASSOL;AMERICANA;SP;13465-590;-;-;-;DROGARIA SAO PAULO;10/17/2013;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;;-;;;-;535610608118;61.412.110/0512-21;2006210000;-;-;-;10/27/2017;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
670;INATIVA;9999;670;VD670;DSP ANAPOLIS (PAC);-;-;NORTE;-;-;-;-;AV. BRASIL, 330 A QUADRA 1 LOTE 5;ANDRACEL CENTER;ANAPOLIS;GO;75113-235;-;-;-;DROGARIAS PACHECO;6/10/2014;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;N/C;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;N/C;-;3.0;ANTIGO;-;669795220119;61.412.110/0585-87;2006700000;-;-;-;6/30/2017;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
961;INATIVA;9999;961;VD961;DSP ARMANDO SALLES;-;-;NORTE;-;-;-;-;AV. ARMANDO SALLES DE OLIVEIRA, 1.441 1435 1415;CENTRO;PIRACICABA;SP;13400-010;-;-;-;DROGARIA SAO PAULO;10/7/2016;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;;-;;;-;244481695;61.412.110/0795-84;2009610000;-;-;-;3/31/2018;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
858;INATIVA;9999;858;VD858;DSP BAURU CENTRO;-;-;NORTE;-;-;-;-;R BATISTA DE CARVALHO QUADRA, 3 - 6 TERREO;CENTRO;SAO PAULO;SP;17010-001;-;-;-;DROGARIA SAO PAULO;7/24/2015;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;;-;;;-;633717823117;61.412.110/0709-51;2008580000;-;-;-;4/30/2018;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
888;INATIVA;9999;888;VD888;DSP BERTIOGA;-;-;NORTE;-;-;-;-;AVENIDA ANCHIETA, 1600 LOJAS 1 E 2;JARDIM PAULISTA;BERTIOGA;SP;11250-000;-;-;-;DROGARIA SAO PAULO;12/30/2015;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;3;-;3.0;ANTIGO;-;111391717113;61.412.110/0769-92;2008880000;-;-;-;9/30/2017;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
293;INATIVA;9999;293;VD293;DSP CAMPOS DO JORDAO (TEMPORADA);-;-;NORTE;-;-;-;-;AV. MACEDO SOARES 499 EUC 15 VILA CAPIVARI ;VILA CAPIVARI;CAMPOS DO JORDÃO;SP;12460-000;-;-;-;DROGARIA SAO PAULO;6/3/2015;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;N/C;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;N/C;-;3.0;ANTIGO;-;71554840;61.412.110/0405-30;2002930000;-;-;-;8/3/2015;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
938;INATIVA;9999;938;VD938;DSP CAPAO BONITO;-;-;NORTE;-;-;-;-;AVENIDA GOVERNADOR LUCAS NOGUEIRA GARCEZ, 147;JARDIM CRUZEIRO;CAPAO BONITO;SP;18305-505;-;-;-;DROGARIA SAO PAULO;6/30/2016;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;;-;;;-;63891719;61.412.110/0131-33;2009380000;-;-;-;9/30/2017;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
995;INATIVA;9999;995;VD995;DSP CEILANDIA (PAC);-;-;NORTE;-;-;-;-;QNM 18 CJ. E LT 04 LJ 01 SUBSOLO E LJ 02 TÉRREO;CEILANDIA NORTE (CEILANDIA);BRASILIA;DF;72210-185;-;-;-;DROGARIAS PACHECO;2/25/2017;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;;-;;;-;146289779114;61.412.110/0840-73;2009950000;-;-;-;2/28/2019;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
384;INATIVA;9999;384;VD384;DSP CIDADE DUTRA II;-;-;NORTE;-;-;-;-;AV. SENADOR TEOTONIO VILELA , 1316;CIDADE DUTRA;SAO PAULO;SP;04801-000;-;-;-;DROGARIA SAO PAULO;6/7/2012;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;N/C;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;N/C;-;;TAKANO;-;765644300131;61.412.110/0421-50;2003840000;-;-;-;10/1/2015;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
260;INATIVA;9999;260;VD260;DSP CIDADE JARDIM;-;-;NORTE;-;-;-;-;PRACA DEPUTADO DARIO DE BARROS, 15 A;CIDADE JARDIM;SAO PAULO;SP;05670-090;-;-;-;DROGARIA SAO PAULO;5/30/1998;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;;-;;;-;765644302266;61.412.110/0395-23;2002600000;-;-;-;2/28/2018;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
724;INATIVA;9999;724;VD724;DSP CLN 303 (PAC);-;-;NORTE;-;-;-;-;Q CLN 303 BLOCO B, S/N LOJA 14 E 20 TERREO;ASA NORTE;BRASILIA;DF;70735-520;-;-;-;DROGARIAS PACHECO;12/26/2014;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;10;-;;TAKANO;-;160504051;61.412.110/0675-78;2007240000;-;-;-;4/30/2017;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
973;INATIVA;9999;973;VD973;DSP CNB QUADRA 4 (PAC);-;-;NORTE;-;-;-;-;CNB 04 LOTE 09 LOJA 02, 03;TAGUATINGA NORTE;DF;DF;72115-045;-;-;-;DROGARIAS PACHECO;12/21/2016;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;;-;;;-;10685751813;61.412.110/0740-00;2009730000;-;-;-;5/30/2018;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
877;INATIVA;9999;877;VD877;DSP DIVINOPOLIS III;-;-;NORTE;-;-;-;-;RUA JK, 1250 LOJAS 08 09 10 11;BOM PASTOR;DIVINOPOLIS;MG;35500-155;-;-;-;DROGARIA SAO PAULO;3/3/2016;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;N/C;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;4;-;3.0;ANTIGO;909;104391976;61.412.110/0779-64;2008770000;-;-;-;9/22/2017;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
866;INATIVA;9999;866;VD866;DSP FERNANDES LIMA;-;-;NORTE;-;-;-;-;AVENIDA FERNANDES LIMA, 144 - FAROL;FAROL;MACEIÓ;AL;57050-000;-;-;-;DROGARIA SAO PAULO;12/28/2015;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;N/C;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;22;-;3.0;ANTIGO;-;310641039116;61.412.110/0727-33;2008660000;-;-;-;4/30/2017;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
676;INATIVA;9999;676;VD676;DSP FIGUEIRAS;-;-;NORTE;-;-;-;-;RUA DAS FIGUEIRAS, 1235;JARDIM;SANTO ANDRE;SP;09080-370;-;-;-;DROGARIA SAO PAULO;3/12/2015;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;N/C;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;4;-;3.0;ANTIGO;-;57580170;61.412.110/0581-53;2006760000;-;-;-;5/17/2017;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
730;INATIVA;9999;730;VD730;DSP GUARUJA II;-;-;NORTE;-;-;-;-;AVENIDA PUGLISI, 635 LOJA 01;CENTRO;GUARUJA;SP;11410-003;-;-;-;DROGARIA SAO PAULO;12/6/2014;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;N/C;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;5;-;;ANTIGO;-;143365954;61.412.110/0635-80;2007300000;-;-;-;1/7/2017;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
786;INATIVA;9999;786;VD786;DSP JARDIM DAS ACACIAS;-;-;NORTE;-;-;-;-;AV. ROQUE PETRONI JUNIOR, 549 585 LOJA 02;JARDIM DAS ACACIAS;SAO PAULO;SP;04707-000;-;-;-;DROGARIA SAO PAULO;7/23/2015;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;;-;;;-;645753740113;61.412.110/0695-11;2007860000;-;-;-;8/19/2016;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
622;INATIVA;9999;622;VD622;DSP JARDIM PERI PERI;-;-;NORTE;-;-;-;-;AV. MINISTRO LAUDO FERREIRA DE CAMARGO, 229;JARDIM PERI PERI;SAO PAULO;SP;05537-001;-;-;-;DROGARIA SAO PAULO;9/30/2013;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;;-;;;-;244553017;61.412.110/0515-74;2006220000;-;-;-;3/31/2018;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
932;INATIVA;9999;932;VD932;DSP JATIUCA;-;-;NORTE;-;-;-;-;AV. LUIZ RAMALHO DE CASTRO, 486;JATIUCA;MACEIO;AL;57036-380;-;-;-;DROGARIA SAO PAULO;11/12/2016;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;;-;;;-;162573022;61.412.110/0782-60;2009320000;-;-;-;3/31/2018;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
762;INATIVA;9999;762;VD762;DSP JOAO NAVES;-;-;NORTE;-;-;-;-;AVENIDA JOAO NAVES DE AVILA, 715;NOSSA SENHORA APARECIDA;UBERLANDIA;MG;38400-600;-;-;-;DROGARIA SAO PAULO;12/8/2014;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;N/C;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;N/C;-;;TAKANO;909;149546777;61.412.110/0624-28;2007620000;-;-;-;5/17/2017;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
861;INATIVA;9999;861;VD861;DSP JOAO PESSOA;-;-;NORTE;-;-;-;-;AV. DUARTE DA SILVEIRA, 667;CENTRO;JOÃO PESSOA;PB;58013-280;-;-;-;DROGARIA SAO PAULO;7/29/2016;MADURA;-;-;-;PADRÃO;-;-;-;-;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;-;-;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;;-;;;-;162633564;61.412.110/0725-71;2008610000;-;-;-;10/13/2017;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
